Comunidades y Ciudades Autónomas;Sexo;Nivel de formación alcanzado;Periodo;Total
09 Cataluña;Ambos sexos;Primera etapa de educación secundaria y similar;2019T1;1.652,7
09 Cataluña;Ambos sexos;Primera etapa de educación secundaria y similar;2018T4;1.634,4
09 Cataluña;Ambos sexos;Primera etapa de educación secundaria y similar;2018T3;1.659,6
09 Cataluña;Ambos sexos;Primera etapa de educación secundaria y similar;2018T2;1.678,9
09 Cataluña;Ambos sexos;Primera etapa de educación secundaria y similar;2018T1;1.683,6
09 Cataluña;Ambos sexos;Primera etapa de educación secundaria y similar;2017T4;1.673,2
09 Cataluña;Ambos sexos;Primera etapa de educación secundaria y similar;2017T3;1.640,8
09 Cataluña;Ambos sexos;Primera etapa de educación secundaria y similar;2017T2;1.627,5
09 Cataluña;Ambos sexos;Primera etapa de educación secundaria y similar;2017T1;1.619,2
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2023T2;897,5
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2023T1;899,3
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2022T4;900,6
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2022T3;864,7
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2022T2;839,9
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2022T1;842,9
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2021T4;883,1
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2021T3;871,3
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2021T2;829,9
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2021T1;832,2
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2020T4;803,0
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2020T3;787,2
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2020T2;770,1
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2020T1;781,1
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2019T4;792,3
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2019T3;807,3
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2019T2;809,2
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2019T1;796,4
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2018T4;794,1
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2018T3;769,9
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2018T2;781,4
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2018T1;781,4
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2017T4;767,5
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2017T3;756,5
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2017T2;787,8
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2017T1;799,9
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T2;530,7
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T1;484,1
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T4;514,5
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T3;521,2
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T2;516,5
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T1;517,8
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T4;507,6
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T3;489,3
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T2;505,1
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T1;508,2
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T4;523,7
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T3;516,7
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T2;490,7
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T1;479,3
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T4;482,3
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T3;468,3
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T2;469,4
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T1;467,2
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T4;482,0
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T3;479,3
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T2;463,3
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T1;462,3
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T4;456,3
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T3;454,3
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T2;443,6
09 Cataluña;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T1;418,5
09 Cataluña;Ambos sexos;Educación superior;2023T2;2.303,2
09 Cataluña;Ambos sexos;Educación superior;2023T1;2.290,7
09 Cataluña;Ambos sexos;Educación superior;2022T4;2.275,5
09 Cataluña;Ambos sexos;Educación superior;2022T3;2.288,5
09 Cataluña;Ambos sexos;Educación superior;2022T2;2.157,9
09 Cataluña;Ambos sexos;Educación superior;2022T1;2.179,8
09 Cataluña;Ambos sexos;Educación superior;2021T4;2.162,4
09 Cataluña;Ambos sexos;Educación superior;2021T3;2.174,7
09 Cataluña;Ambos sexos;Educación superior;2021T2;2.115,1
09 Cataluña;Ambos sexos;Educación superior;2021T1;2.146,7
09 Cataluña;Ambos sexos;Educación superior;2020T4;2.144,8
09 Cataluña;Ambos sexos;Educación superior;2020T3;2.088,5
09 Cataluña;Ambos sexos;Educación superior;2020T2;2.067,1
09 Cataluña;Ambos sexos;Educación superior;2020T1;2.046,3
09 Cataluña;Ambos sexos;Educación superior;2019T4;2.082,8
09 Cataluña;Ambos sexos;Educación superior;2019T3;2.084,6
09 Cataluña;Ambos sexos;Educación superior;2019T2;2.032,1
09 Cataluña;Ambos sexos;Educación superior;2019T1;2.069,4
09 Cataluña;Ambos sexos;Educación superior;2018T4;2.026,5
09 Cataluña;Ambos sexos;Educación superior;2018T3;1.996,2
09 Cataluña;Ambos sexos;Educación superior;2018T2;1.971,5
09 Cataluña;Ambos sexos;Educación superior;2018T1;1.929,9
09 Cataluña;Ambos sexos;Educación superior;2017T4;1.916,8
09 Cataluña;Ambos sexos;Educación superior;2017T3;1.906,4
09 Cataluña;Ambos sexos;Educación superior;2017T2;1.871,4
09 Cataluña;Ambos sexos;Educación superior;2017T1;1.863,1
10 Comunitat Valenciana;Ambos sexos;Analfabetos;2023T2;50,6
10 Comunitat Valenciana;Ambos sexos;Analfabetos;2023T1;53,8
10 Comunitat Valenciana;Ambos sexos;Analfabetos;2022T4;56,3
10 Comunitat Valenciana;Ambos sexos;Analfabetos;2022T3;57,7
10 Comunitat Valenciana;Ambos sexos;Analfabetos;2022T2;54,0
10 Comunitat Valenciana;Ambos sexos;Analfabetos;2022T1;60,1
10 Comunitat Valenciana;Ambos sexos;Analfabetos;2021T4;55,9
10 Comunitat Valenciana;Ambos sexos;Analfabetos;2021T3;59,6
10 Comunitat Valenciana;Ambos sexos;Analfabetos;2021T2;52,8
10 Comunitat Valenciana;Ambos sexos;Analfabetos;2021T1;52,2
10 Comunitat Valenciana;Ambos sexos;Analfabetos;2020T4;51,1
10 Comunitat Valenciana;Ambos sexos;Analfabetos;2020T3;54,5
10 Comunitat Valenciana;Ambos sexos;Analfabetos;2020T2;52,8
10 Comunitat Valenciana;Ambos sexos;Analfabetos;2020T1;61,4
10 Comunitat Valenciana;Ambos sexos;Analfabetos;2019T4;57,6
10 Comunitat Valenciana;Ambos sexos;Analfabetos;2019T3;52,5
10 Comunitat Valenciana;Ambos sexos;Analfabetos;2019T2;57,5
10 Comunitat Valenciana;Ambos sexos;Analfabetos;2019T1;64,8
10 Comunitat Valenciana;Ambos sexos;Analfabetos;2018T4;63,8
10 Comunitat Valenciana;Ambos sexos;Analfabetos;2018T3;67,5
10 Comunitat Valenciana;Ambos sexos;Analfabetos;2018T2;70,0
10 Comunitat Valenciana;Ambos sexos;Analfabetos;2018T1;75,1
10 Comunitat Valenciana;Ambos sexos;Analfabetos;2017T4;71,7
10 Comunitat Valenciana;Ambos sexos;Analfabetos;2017T3;75,1
10 Comunitat Valenciana;Ambos sexos;Analfabetos;2017T2;71,1
10 Comunitat Valenciana;Ambos sexos;Analfabetos;2017T1;77,4
10 Comunitat Valenciana;Ambos sexos;Estudios primarios incompletos;2023T2;192,9
10 Comunitat Valenciana;Ambos sexos;Estudios primarios incompletos;2023T1;183,9
10 Comunitat Valenciana;Ambos sexos;Estudios primarios incompletos;2022T4;188,9
10 Comunitat Valenciana;Ambos sexos;Estudios primarios incompletos;2022T3;173,6
10 Comunitat Valenciana;Ambos sexos;Estudios primarios incompletos;2022T2;167,3
10 Comunitat Valenciana;Ambos sexos;Estudios primarios incompletos;2022T1;165,2
10 Comunitat Valenciana;Ambos sexos;Estudios primarios incompletos;2021T4;174,4
10 Comunitat Valenciana;Ambos sexos;Estudios primarios incompletos;2021T3;162,4
10 Comunitat Valenciana;Ambos sexos;Estudios primarios incompletos;2021T2;167,1
10 Comunitat Valenciana;Ambos sexos;Estudios primarios incompletos;2021T1;183,0
10 Comunitat Valenciana;Ambos sexos;Estudios primarios incompletos;2020T4;196,2
10 Comunitat Valenciana;Ambos sexos;Estudios primarios incompletos;2020T3;205,1
10 Comunitat Valenciana;Ambos sexos;Estudios primarios incompletos;2020T2;200,5
10 Comunitat Valenciana;Ambos sexos;Estudios primarios incompletos;2020T1;202,0
10 Comunitat Valenciana;Ambos sexos;Estudios primarios incompletos;2019T4;199,6
10 Comunitat Valenciana;Ambos sexos;Estudios primarios incompletos;2019T3;199,8
10 Comunitat Valenciana;Ambos sexos;Estudios primarios incompletos;2019T2;209,7
10 Comunitat Valenciana;Ambos sexos;Estudios primarios incompletos;2019T1;226,3
10 Comunitat Valenciana;Ambos sexos;Estudios primarios incompletos;2018T4;241,4
10 Comunitat Valenciana;Ambos sexos;Estudios primarios incompletos;2018T3;247,2
10 Comunitat Valenciana;Ambos sexos;Estudios primarios incompletos;2018T2;234,0
10 Comunitat Valenciana;Ambos sexos;Estudios primarios incompletos;2018T1;224,9
10 Comunitat Valenciana;Ambos sexos;Estudios primarios incompletos;2017T4;236,7
10 Comunitat Valenciana;Ambos sexos;Estudios primarios incompletos;2017T3;229,7
10 Comunitat Valenciana;Ambos sexos;Estudios primarios incompletos;2017T2;243,1
10 Comunitat Valenciana;Ambos sexos;Estudios primarios incompletos;2017T1;224,6
10 Comunitat Valenciana;Ambos sexos;Educación primaria;2023T2;363,4
10 Comunitat Valenciana;Ambos sexos;Educación primaria;2023T1;368,7
10 Comunitat Valenciana;Ambos sexos;Educación primaria;2022T4;354,7
10 Comunitat Valenciana;Ambos sexos;Educación primaria;2022T3;353,2
10 Comunitat Valenciana;Ambos sexos;Educación primaria;2022T2;378,4
10 Comunitat Valenciana;Ambos sexos;Educación primaria;2022T1;339,4
10 Comunitat Valenciana;Ambos sexos;Educación primaria;2021T4;350,6
10 Comunitat Valenciana;Ambos sexos;Educación primaria;2021T3;367,4
10 Comunitat Valenciana;Ambos sexos;Educación primaria;2021T2;364,7
10 Comunitat Valenciana;Ambos sexos;Educación primaria;2021T1;326,1
10 Comunitat Valenciana;Ambos sexos;Educación primaria;2020T4;315,4
10 Comunitat Valenciana;Ambos sexos;Educación primaria;2020T3;321,4
10 Comunitat Valenciana;Ambos sexos;Educación primaria;2020T2;348,3
10 Comunitat Valenciana;Ambos sexos;Educación primaria;2020T1;370,4
10 Comunitat Valenciana;Ambos sexos;Educación primaria;2019T4;407,1
10 Comunitat Valenciana;Ambos sexos;Educación primaria;2019T3;421,0
10 Comunitat Valenciana;Ambos sexos;Educación primaria;2019T2;412,0
10 Comunitat Valenciana;Ambos sexos;Educación primaria;2019T1;436,7
10 Comunitat Valenciana;Ambos sexos;Educación primaria;2018T4;433,0
10 Comunitat Valenciana;Ambos sexos;Educación primaria;2018T3;410,3
10 Comunitat Valenciana;Ambos sexos;Educación primaria;2018T2;438,1
10 Comunitat Valenciana;Ambos sexos;Educación primaria;2018T1;450,8
10 Comunitat Valenciana;Ambos sexos;Educación primaria;2017T4;443,3
10 Comunitat Valenciana;Ambos sexos;Educación primaria;2017T3;413,2
10 Comunitat Valenciana;Ambos sexos;Educación primaria;2017T2;469,8
10 Comunitat Valenciana;Ambos sexos;Educación primaria;2017T1;477,1
10 Comunitat Valenciana;Ambos sexos;Primera etapa de educación secundaria y similar;2023T2;1.460,2
10 Comunitat Valenciana;Ambos sexos;Primera etapa de educación secundaria y similar;2023T1;1.495,6
10 Comunitat Valenciana;Ambos sexos;Primera etapa de educación secundaria y similar;2022T4;1.527,0
10 Comunitat Valenciana;Ambos sexos;Primera etapa de educación secundaria y similar;2022T3;1.431,7
10 Comunitat Valenciana;Ambos sexos;Primera etapa de educación secundaria y similar;2022T2;1.467,1
10 Comunitat Valenciana;Ambos sexos;Primera etapa de educación secundaria y similar;2022T1;1.480,9
10 Comunitat Valenciana;Ambos sexos;Primera etapa de educación secundaria y similar;2021T4;1.415,1
10 Comunitat Valenciana;Ambos sexos;Primera etapa de educación secundaria y similar;2021T3;1.346,3
10 Comunitat Valenciana;Ambos sexos;Primera etapa de educación secundaria y similar;2021T2;1.337,5
10 Comunitat Valenciana;Ambos sexos;Primera etapa de educación secundaria y similar;2021T1;1.394,8
10 Comunitat Valenciana;Ambos sexos;Primera etapa de educación secundaria y similar;2020T4;1.370,3
10 Comunitat Valenciana;Ambos sexos;Primera etapa de educación secundaria y similar;2020T3;1.377,9
10 Comunitat Valenciana;Ambos sexos;Primera etapa de educación secundaria y similar;2020T2;1.371,4
10 Comunitat Valenciana;Ambos sexos;Primera etapa de educación secundaria y similar;2020T1;1.345,5
10 Comunitat Valenciana;Ambos sexos;Primera etapa de educación secundaria y similar;2019T4;1.351,6
10 Comunitat Valenciana;Ambos sexos;Primera etapa de educación secundaria y similar;2019T3;1.374,9
10 Comunitat Valenciana;Ambos sexos;Primera etapa de educación secundaria y similar;2019T2;1.361,1
10 Comunitat Valenciana;Ambos sexos;Primera etapa de educación secundaria y similar;2019T1;1.327,2
10 Comunitat Valenciana;Ambos sexos;Primera etapa de educación secundaria y similar;2018T4;1.311,1
10 Comunitat Valenciana;Ambos sexos;Primera etapa de educación secundaria y similar;2018T3;1.344,6
10 Comunitat Valenciana;Ambos sexos;Primera etapa de educación secundaria y similar;2018T2;1.352,1
10 Comunitat Valenciana;Ambos sexos;Primera etapa de educación secundaria y similar;2018T1;1.351,0
10 Comunitat Valenciana;Ambos sexos;Primera etapa de educación secundaria y similar;2017T4;1.356,2
10 Comunitat Valenciana;Ambos sexos;Primera etapa de educación secundaria y similar;2017T3;1.376,8
10 Comunitat Valenciana;Ambos sexos;Primera etapa de educación secundaria y similar;2017T2;1.362,8
10 Comunitat Valenciana;Ambos sexos;Primera etapa de educación secundaria y similar;2017T1;1.368,5
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2023T2;524,1
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2023T1;497,6
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2022T4;498,5
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2022T3;533,2
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2022T2;531,3
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2022T1;548,0
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2021T4;571,6
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2021T3;603,2
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2021T2;609,4
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2021T1;600,4
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2020T4;624,9
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2020T3;611,0
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2020T2;593,3
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2020T1;593,5
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2019T4;572,3
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2019T3;544,0
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2019T2;561,6
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2019T1;550,9
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2018T4;538,4
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2018T3;542,5
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2018T2;545,6
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2018T1;567,8
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2017T4;562,4
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2017T3;567,7
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2017T2;571,5
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2017T1;567,0
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T2;417,6
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T1;412,7
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T4;401,4
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T3;409,5
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T2;396,7
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T1;392,0
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T4;388,0
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T3;398,1
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T2;377,9
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T1;378,7
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T4;397,2
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T3;380,5
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T2;377,9
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T1;376,7
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T4;380,8
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T3;369,4
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T2;353,8
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T1;366,0
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T4;367,2
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T3;361,6
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T2;362,1
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T1;355,5
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T4;352,3
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T3;349,5
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T2;349,7
10 Comunitat Valenciana;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T1;345,7
10 Comunitat Valenciana;Ambos sexos;Educación superior;2023T2;1.357,5
10 Comunitat Valenciana;Ambos sexos;Educación superior;2023T1;1.330,9
10 Comunitat Valenciana;Ambos sexos;Educación superior;2022T4;1.294,2
10 Comunitat Valenciana;Ambos sexos;Educación superior;2022T3;1.334,8
10 Comunitat Valenciana;Ambos sexos;Educación superior;2022T2;1.278,9
10 Comunitat Valenciana;Ambos sexos;Educación superior;2022T1;1.269,7
10 Comunitat Valenciana;Ambos sexos;Educación superior;2021T4;1.292,4
10 Comunitat Valenciana;Ambos sexos;Educación superior;2021T3;1.310,4
10 Comunitat Valenciana;Ambos sexos;Educación superior;2021T2;1.330,0
10 Comunitat Valenciana;Ambos sexos;Educación superior;2021T1;1.297,1
10 Comunitat Valenciana;Ambos sexos;Educación superior;2020T4;1.269,7
10 Comunitat Valenciana;Ambos sexos;Educación superior;2020T3;1.268,7
10 Comunitat Valenciana;Ambos sexos;Educación superior;2020T2;1.269,8
10 Comunitat Valenciana;Ambos sexos;Educación superior;2020T1;1.257,9
10 Comunitat Valenciana;Ambos sexos;Educación superior;2019T4;1.225,4
10 Comunitat Valenciana;Ambos sexos;Educación superior;2019T3;1.219,4
10 Comunitat Valenciana;Ambos sexos;Educación superior;2019T2;1.212,1
10 Comunitat Valenciana;Ambos sexos;Educación superior;2019T1;1.183,7
10 Comunitat Valenciana;Ambos sexos;Educación superior;2018T4;1.189,4
10 Comunitat Valenciana;Ambos sexos;Educación superior;2018T3;1.159,3
10 Comunitat Valenciana;Ambos sexos;Educación superior;2018T2;1.127,6
10 Comunitat Valenciana;Ambos sexos;Educación superior;2018T1;1.103,3
10 Comunitat Valenciana;Ambos sexos;Educación superior;2017T4;1.101,9
10 Comunitat Valenciana;Ambos sexos;Educación superior;2017T3;1.106,8
10 Comunitat Valenciana;Ambos sexos;Educación superior;2017T2;1.043,1
10 Comunitat Valenciana;Ambos sexos;Educación superior;2017T1;1.045,9
11 Extremadura;Ambos sexos;Analfabetos;2023T2;18,6
11 Extremadura;Ambos sexos;Analfabetos;2023T1;18,1
11 Extremadura;Ambos sexos;Analfabetos;2022T4;19,0
11 Extremadura;Ambos sexos;Analfabetos;2022T3;19,5
11 Extremadura;Ambos sexos;Analfabetos;2022T2;18,7
11 Extremadura;Ambos sexos;Analfabetos;2022T1;17,8
11 Extremadura;Ambos sexos;Analfabetos;2021T4;20,0
11 Extremadura;Ambos sexos;Analfabetos;2021T3;19,7
11 Extremadura;Ambos sexos;Analfabetos;2021T2;19,2
11 Extremadura;Ambos sexos;Analfabetos;2021T1;21,6
11 Extremadura;Ambos sexos;Analfabetos;2020T4;25,0
11 Extremadura;Ambos sexos;Analfabetos;2020T3;25,8
11 Extremadura;Ambos sexos;Analfabetos;2020T2;22,8
11 Extremadura;Ambos sexos;Analfabetos;2020T1;29,6
11 Extremadura;Ambos sexos;Analfabetos;2019T4;30,9
11 Extremadura;Ambos sexos;Analfabetos;2019T3;28,7
11 Extremadura;Ambos sexos;Analfabetos;2019T2;28,9
11 Extremadura;Ambos sexos;Analfabetos;2019T1;28,6
11 Extremadura;Ambos sexos;Analfabetos;2018T4;27,7
11 Extremadura;Ambos sexos;Analfabetos;2018T3;26,4
11 Extremadura;Ambos sexos;Analfabetos;2018T2;26,8
11 Extremadura;Ambos sexos;Analfabetos;2018T1;26,6
11 Extremadura;Ambos sexos;Analfabetos;2017T4;24,7
11 Extremadura;Ambos sexos;Analfabetos;2017T3;25,7
11 Extremadura;Ambos sexos;Analfabetos;2017T2;26,2
11 Extremadura;Ambos sexos;Analfabetos;2017T1;28,6
11 Extremadura;Ambos sexos;Estudios primarios incompletos;2023T2;61,0
11 Extremadura;Ambos sexos;Estudios primarios incompletos;2023T1;61,3
11 Extremadura;Ambos sexos;Estudios primarios incompletos;2022T4;60,5
11 Extremadura;Ambos sexos;Estudios primarios incompletos;2022T3;60,9
11 Extremadura;Ambos sexos;Estudios primarios incompletos;2022T2;68,1
11 Extremadura;Ambos sexos;Estudios primarios incompletos;2022T1;68,1
11 Extremadura;Ambos sexos;Estudios primarios incompletos;2021T4;69,3
11 Extremadura;Ambos sexos;Estudios primarios incompletos;2021T3;69,9
11 Extremadura;Ambos sexos;Estudios primarios incompletos;2021T2;72,4
11 Extremadura;Ambos sexos;Estudios primarios incompletos;2021T1;68,4
11 Extremadura;Ambos sexos;Estudios primarios incompletos;2020T4;72,1
11 Extremadura;Ambos sexos;Estudios primarios incompletos;2020T3;70,2
11 Extremadura;Ambos sexos;Estudios primarios incompletos;2020T2;68,3
11 Extremadura;Ambos sexos;Estudios primarios incompletos;2020T1;78,2
11 Extremadura;Ambos sexos;Estudios primarios incompletos;2019T4;76,3
11 Extremadura;Ambos sexos;Estudios primarios incompletos;2019T3;75,5
11 Extremadura;Ambos sexos;Estudios primarios incompletos;2019T2;81,0
11 Extremadura;Ambos sexos;Estudios primarios incompletos;2019T1;83,7
11 Extremadura;Ambos sexos;Estudios primarios incompletos;2018T4;83,4
